"LANGUAGE","English","French","Italian","Spanish","German","Czech"
"STR_INPUT_DEVICE_STICK_AXIS_Z","Stick Z-Axis","Joystick axe Z","Joystick asse Z","Eje Z del joystick","Stick Z-Achse","Joystick osa-Z"
"STR_INPUT_DEVICE_STICK_ROT_X","Stick X-Rotate","Joystick rotation X","Joystick rotazione X","RotaciÛn X del joystick","Stick X-Rollen","Joystick rotace-X"
"STR_INPUT_DEVICE_STICK_ROT_Y","Stick Y-Rotate","Joystick rotation Y","Joystick rotazione Y","RotaciÛn Y del joystick","Stick Y-Rollen","Joystick rotace-Y"
"STR_INPUT_DEVICE_STICK_ROT_Z","Stick Z-Rotate","Joystick rotation Z","Joystick rotazione Z","RotaciÛn Z del joystick","Stick Z-Rollen","Joystick rotace-Z"
"STR_INPUT_DEVICE_STICK_SLIDER_1","Stick Slider 1","Joystick barre coulissante 1","Joystick cursore 1","Deslizador 1 del joystick","Stick Gleitregler 1","Joystick öoup·tko 1"
"STR_INPUT_DEVICE_STICK_SLIDER_2","Stick Slider 2","Joystick barre coulissante 2","Joystick cursore 2","Deslizador 2 del joystick","Stick Gleitregler 2","Joystick öoup·tko 2"
"STR_INPUT_DEVICE_MOUSE_AXIS_X","Mouse X-Axis","Souris axe X","Mouse asse X","Eje X del ratÛn","Maus X-Achse","Myö osa-X"
"STR_INPUT_DEVICE_MOUSE_AXIS_Y","Mouse Y-Axis","Souris axe Y","Mouse asse Y","Eje Y del ratÛn","Maus Y-Achse","Myö osa-Y"
"STR_INPUT_DEVICE_MOUSE_AXIS_Z","Mouse Wheel","Molette de la souris","Rotellina del mouse","Rueda del ratÛn","Maus Rad","KoleËko myöi"
,,,,,,
"STR_INPUT_DEVICE_POV_N","Pov 0 deg","Vue 0 degrÈ","Vista 0 gradi","Vista 0 grados","Pos 0 Grad","Pov 0 ∞"
"STR_INPUT_DEVICE_POV_NE","Pov 45 deg","Vue 45 degrÈs","Vista 45 gradi","Vista 45 grados","Pos 45 Grad","Pov 45 ∞"
"STR_INPUT_DEVICE_POV_E","Pov 90 deg","Vue 90 degrÈs","Vista 90 gradi","Vista 90 grados","Pos 90 Grad","Pov 90 ∞"
"STR_INPUT_DEVICE_POV_SE","Pov 125 deg","Vue 125 degrÈs","Vista 125 gradi","Vista 125 grados","Pos 125 Grad","Pov 125 ∞"
"STR_INPUT_DEVICE_POV_S","Pov 180 deg","Vue 180 degrÈs","Vista 180 gradi","Vista 180 grados","Pos 180 Grad","Pov 180 ∞"
"STR_INPUT_DEVICE_POV_SW","Pov 225 deg","Vue 225 degrÈs","Vista 225 gradi","Vista 225 grados","Pos 225 Grad","Pov 225 ∞"
"STR_INPUT_DEVICE_POV_W","Pov 270 deg","Vue 270 degrÈs","Vista 270 gradi","Vista 270 grados","Pos 270 Grad","Pov 270 ∞"
"STR_INPUT_DEVICE_POV_NW","Pov 315 deg","Vue 315 degrÈs","Vista 315 gradi","Vista 315 grados","Pos 315 Grad","Pov 315 ∞"
,,,,,,
"STR_USRACT_TURN","Turn","Tourner","Girare","Girar","Abbiegen","ToËit"
"STR_USRACT_ACCELERATE","Dive (Air)/Forward (Land)","Plonger (Air) / Avancer (au sol)","Picchiata (aria)/Avanti (terra)","Bajar en picado (aire)/Avanzar (tierra)","Sturzflug (Luft)/Vorw‰rts (Land)","N·klon vp¯ed (vzduönÈ jedn.)/Vp¯ed (pozemnÌ jedn.)"
"STR_USRACT_THRUST","Thrust (Air)","AccÈlÈrer (Air)","Spinta (aria)","TracciÛn (aire)","Schub (Luft)","Tah (vzduönÈ jedn.)"
"STR_USRACT_RUDDER","Rudder (Air)","Gouvernail (Air)","Timone di direzione (aria)","Palanca de mando (aire)","Ruder (Luft)","SmÏrovka (vzduönÈ jedn.)"
"STR_USRACT_LOCK_OR_ZOOM","Lock or Zoom","Capter ou faire un zoom","Blocco o zoom","Fijar o enfocar","Aufschalten oder Zoom","Zamknout nebo P¯iblÌûit"
,,,,,,
"STR_MP_VALIDERROR","%s uses modified config file","%s utilise le fichier config modifiÈ","%s utilizza file config modificato","%s utiliza un archivo de configuraciÛn modificado","%s Benutzt Modifizierte Config-Datei","%s pouûÌv· upraven˝ config soubor"
"STR_MP_VALIDERROR_1","%s uses modified exe file","%s utilise le fichier exe modifiÈ","%s utilizza file exe modificato","%s utiliza un archivo ejecutable modificado","%s Benutzt Modifizierte EXE-Datei","%s pouûÌv· upraven˝ exe soubor"
"STR_MP_VALIDERROR_2","%s uses modified data file","%s utilise le fichier data modifiÈ","%s utilizza file dati modificato","%s utiliza un archivo de datos modificado","%s Benutzt Modifizierte Data-Datei","%s pouûÌv· upraven˝ data soubor"
,,,,,,
"STR_MP_LOGGED","Logged in as admin","ConnectÈ sous admin","Accesso come amministratore","Conectado como administrador","Admin Eingeloggt","P¯ihl·öen jako administr·tor."
"STR_DISP_MP_BAN","Ban","Exclure","Escludi","Rechazar","Ausschlieﬂen","Zak·zat p¯Ìstup"
,,,,,,
,,,,,,
"COMMENT","---------------- added for MP wizzard --------------------",,,,," ---------------- p¯id·no pro MP wizzard --------------------"
,,,,,,
"STR_MPW_NEW_EDIT","<< New - Editor >>","<< Nouveau - Editeur >>","<< New - Editor >>","<< Nuevo - Editor >>","<< Neu - Editor >>","<< Nov· - Editor >>"
"STR_MPW_NEW_WIZ","<< New - Wizard >>","<< Nouveau - Assistant >>","<< New - Wizard >>","<< Nuevo - Asistente >>","<< Neu - Assistent >>","<< Nov· - Pr˘vodce >>"
,,,,,,
"STR_DISP_MPW_TITLE","Mission Wizard","Assistant de mission","Autocomposizione missione","Asistente para partidas ","Spieler-Assistent","Pr˘vodce"
"STR_DISP_MPW_TEMPLATE","Template:","ModËle :","Modello:","Plantilla:","Vorlage:","äablona:"
"STR_DISP_MPW_DESCRIPTION","Description:","Description :","Descrizione:","DescripciÛn:","Beschreibung:","Popis:"
"STR_DISP_MPW_NAME","Mission name:","Nom de mission :","Nome missione:","Nombre de la misiÛn:","Einsatztitel:","JmÈno mise:"
"STR_MSG_MPW_NONAME","You have to name your mission first!","Vous devez tout d'abord nommer votre mission !","Prima devi dare un nome alla missione!","Antes tienes que ponerle un nombre a la misiÛn.","Sie m¸ssen Ihrem Einsatz erst einen Titel geben!","Nejprve pojmenujte svou misi!"
,,,,,,
"STR_DISP_MPW_FINISH","Finish","TerminÈe","Fine","Finalizar","Ende","Konec"
,,,,,,
"STR_DISP_PORT_TITLE","Port","Port","Porta","Port","Port","Port"
"STR_DISP_MPROLE_SIDES","Sides","Camps","Fronti","Bandos","Seiten","Strany"
,,,,,,
"COMMENT","***** Added in patch 1.21 *****",,,,,
"STR_MSG_MISSION_VERSION","Mission requires version %s of application.","La mission nÈcessite la version %s de l'application.","La missione richiede la versione %s dell'applicazione.","La misiÛn requiere la versiÛn %s del programa.","Mission benˆtigt Version %s.","Mise vyûaduje verzi %s!"
"STR_MSG_NO_WORLD","World %s not found.","Monde %s introuvable.","Mondo %s non trovato.","No se ha encontrado la palabra %s.","Welt %s nicht gefunden.","SvÏt %s nenalezen."
,,,,,,
"STR_SESSION_CREATE","Creating","CrÈation","Creazione","En creaciÛn","Erstellt","Vytv·¯Ì"
"STR_SESSION_EDIT","Editing","Edition","Modifica","En ediciÛn","Editiert","Upravuje"
"STR_SESSION_WAIT","Waiting","En attente","Attendere","En espera","Wartet","»ek·"
"STR_SESSION_SETUP","Setting up","Configuration","Configurazione","Configurando","Stellt ein","Nastavuje"
"STR_SESSION_DEBRIEFING","Debriefing","DÈbriefing","Seduta postoperativa","Resumen","Abschluﬂbriefing","V debrÌfinku"
"STR_SESSION_BRIEFING","Briefing","Briefing","Briefing","Resumen","Briefing","V brÌfinku"
"STR_SESSION_PLAY","Playing","Jouer","Giocare","Jugando","Spielt","Hra probÌh·"
,,,,,,
"STR_SESSION_VERSION","Version: %.2f ","Version : %.2f ","Versione: %.2f ","VersiÛn: %.2f ","Version: %.2f","Verze: %.2f "
"STR_SESSION_REQUIRED","Required: %.2f ","Requise : %.2f ","Richiesta: %.2f ","Requerida: %.2f ","Benˆtigt: %.2f","Poûadov·no: %.2f "
,,,,,,
"STR_DISP_CLIENT_TEXT_EDIT","Editing mission","Attendre le serveur","In attesa del server","Esperar a que responda el servidor","Auf Server warten","Mise se upravuje"
,,,,,,
"STR_CLIENT_WAIT_TITLE","Game in progress (%s), wait please","Partie en cours (%s), veuillez patienter","Partita in corso, attendere.","Cargando el juego (%s). Aguarde...","Spiel l‰uft (%s), bitte warten","Hra probÌh· (%s), vyËkejte prosÌm"
,,,,,,
"STR_MPROLE_ENABLE_ALL","Enable All","Activer tous","Abilita tutto","Activar todos","Alle aktivieren","Povolit vöechny"
"STR_MPROLE_DISABLE_ALL","Disable All","DÈsactiver tous","Disabilita tutto","Desactivar todos","Alle Ausschalten","Zak·zat vöechny"
,,,,,,
"COMMENT","***** Changed in patch 1.23 *****",,,,,"***** ZmÏnÏno v patchi 1.23 *****"
"STR_MPROLE_POOL_WEST","Pool:","Liste†:","Pool:","AgrupaciÛn:","Verf¸gbar:","K dispozici:"
"STR_MPROLE_POOL_EAST","Pool:","Liste†:","Pool:","AgrupaciÛn:","Verf¸gbar:","K dispozici:"
"STR_MPROLE_POOL_RESIST","Pool:","Liste†:","Pool:","AgrupaciÛn:","Verf¸gbar:","K dispozici:"
"STR_MPROLE_POOL_CIVIL","Pool:","Liste†:","Pool:","AgrupaciÛn:","Verf¸gbar:","K dispozici:"
,,,,,,
"COMMENT","***** Added in patch 1.24 *****",,,,,"***** P¯id·no v patchi 1.24 *****"
"STR_MSG_MP_SESSION_FULL","Maximum number of players has been reached.","Le nombre maximum de joueurs est atteint.","Il numero massimo di giocatori Ë stato raggiunto.","Se ha alcanzado el n˙mero m·ximo de jugadores.","Maximale Spielerzahl erreicht","Maxim·lnÌ poËet hr·Ë˘ p¯ipojen"
"STR_DISP_MP_PL_TIME","Time:","Heure :","Ora:","Hora:","Zeit:","»as:"
"STR_DIFF_TRACERS","Rifle bullet tracers","Suivi de balles de fusil","Proiettili traccianti","Trayectoria de las balas del fusil","Leuchtspur","ViditelnÈ st¯ely"
"STR_MP_CONNECTING","Player %s connecting","Joueur %s en cours de connexion","Giocatore %s in fase di connessione","El jugador %s se est· conectando.","Spieler %s connecting","Hr·Ë %s se p¯ipojuje"
,,,,,,
"STR_DISP_MP_PING","Ping:","Ping :","Ping:","Ping:","Ping:","Ping:"
"STR_DISP_MP_BANDWIDTH","Bandwidth:","Largeur de bande :","Ampiezza di banda:","Ancho de banda:","Bandbreite:","äÌ¯ka p·sma:"
"STR_DISP_MP_DESYNC","Desync:","DÈsynchronisation :","Desync:","Desync:","Desync:","Desynchr.:"
"STR_MP_SERVER","Server","Serveur","Server","Servidor","Server","Server"
"STR_MP_MASTER","Admin","Admin","Admin","Administrador","Admin","Administr·tor"
,,,,,,
"STR_DISP_OPT_BLOOD","Blood:","Sang :","Sangue:","Sangre:","Blut:","Krev:"
,,,,,,
"COMMENT","***** Added in patch 1.30 *****",,,,,"***** P¯id·no - patch 1.30 *****"
"STR_DISP_OPT_MULTITEXTURING","Multitexturing:","Multitexturing:","Multitexturing:","Multitexturing:","Multitexturing:","Multitexturing:"
"STR_DISP_OPT_WBUFFER","W-buffer:","W-buffer:","W-buffer:","W-buffer:","W-buffer:","W-buffer:"
,,,,,,
"COMMENT","***** Added after 1.30 *****",,,,,"***** P¯id·no po 1.30 *****"
"STR_ACTION_PUTBOMB","Put %s (%d left)","Placer %s (%d left)","Piazzare %s (%d left)","Plantar %s (%d queda)","Legen %s (%d left)","Poloûit - %s (zb˝v· %d)"
,,,,,,
"STR_ULTRA_AI","Super AI","Super AI","Super AI","Super AI","Super KI","Super AI"
,,,,,,
"STR_KILLED_BY_FRIENDLY","%s (%s %d) was killed by %s (Friendly fire)","%s (%s %d) a ÈtÈ tuÈ par %s (Friendly fire)","%s (%s %d) Ë stato ucciso da %s (Friendly fire)","%s (%s %d) fue asesinado por %s (Friendly fire)","%s (%s %d) wurde von %s getˆtet (Friendly fire)","%s (%s %d) byl zabit - dostal ho %s (St¯elba do vlastnÌch)"
"STR_KILLED_FRIENDLY","%s (%s %d) was killed (Friendly fire)","%s (%s %d) a ÈtÈ tuÈ (Friendly fire)","%s (%s %d) Ë stato ucciso (Friendly fire)","%s (%s %d) fue asesinado (Friendly fire)","%s (%s %d) wurde getˆtet (Friendly fire)","%s (%s %d) byl zabit (St¯elba do vlastnÌch)"
,,,,,,
"COMMENT","***** Added in 1.50 *****",,,,,"***** Added in 1.50 *****"
,,,,,,
"STR_TIME_LEFT","%d min left","%d min left","%d min left","%d min left","%d min left","%d min zb˝v·"
"STR_USRACT_AIM_UP","Aim Up","Viser en haut","Mira in alto","Apuntar arriba","Zielen: Rauf","ZamÌ¯it nahoru"
"STR_USRACT_AIM_DOWN","Aim Down","Viser en bas","Mira in basso","Apuntar abajo","Zielen: Runter","ZamÌ¯it dol˘"
"STR_USRACT_AIM_LEFT","Aim Left","Viser ‡ gauche","Mira a sinistra","Apuntar a la izquierda","Zielen: Links","ZamÌ¯it vlevo"
"STR_USRACT_AIM_RIGHT","Aim Right","Viser ‡ droite","Mira a destra","Apuntar a la derecha","Zielen: Rechts","ZamÌ¯it vpravo"
,,,,,,
"STR_SINGLE_OPEN","Open","Ouvrir","Apri","Abrir","÷ffnen","Otev¯Ìt"
"STR_NUM_MAGAZINES","%s (%d pcs.)","%s (%d pcs.)","%s (%d pcs.)","%s (%d pcs.)","%s (%d Stk.)","%s (%d ks)"
,,,,,,
"STR_ACTION_PUT_WEAPON","Put %s to %s","Mettre %s sur %s","Metti %s in %s","Poner %s en %s","%s in %s legen","Vloûit %s do %s"
"STR_ACTION_DROP_WEAPON","Drop %s","DÈposer %s","Lascia %s","Tirar %s","%s ablegen","Poloûit %s"
"STR_ACTION_PUT_MAGAZINE","Put %s to %s","Mettre %s sur %s","Metti %s in %s","Poner %s en %s","%s in %s legen","Vloûit %s do %s"
"STR_ACTION_DROP_MAGAZINE","Drop %s","DÈposer %s","Lascia %s","Tirar %s","%s ablegen","Poloûit %s"
,,,,,,
"STR_CFG_CUTSCENES_DROPWEAPON","Dropping Weapon","DÈpose de l'arme","Rilascio di armi","Tirando arma","Lege Waffe weg","Pokl·d·nÌ zbranÏ"
"STR_CFG_CUTSCENES_DROPMAGAZINE","Dropping Ammo","DÈpose des munitions","Rilascio di munizioni","Tirando municiÛn","Lege Munition weg","Pokl·d·nÌ munice"
,,,,,,
"STR_MPROLE_START","Start","Commencer","Inizia","Iniciar","Start","Start"
"STR_MP_SESSION_LOST","Session lost","Session perdue","Sessione perduta","SesiÛn perdida","Session verloren","Hra ztracena"
"STR_MP_NO_MESSAGE","No message received for %.0f seconds","Aucun message reÁu pendant %.0f secondes","Nessun messaggio ricevuto per %.0f secondi","No se han recibido mensajes en %.0f segundos","Seit %.0f Sekunden keine Nachricht","é·dn· zpr·va nedorazila uû %.0f sekund"
"STR_MP_TRANSFER_FILE","Receiving mission file (%d KB / %d KB)","RÈception du fichier de mission (%d Ko / %d Ko)","Ricezione file missione in corso (%d KB / %d KB)","Recibiendo archivo de misiÛn (%d KB / %d KB)","Empfange Missionsdatei (%d KB von %d KB)","P¯ijÌm·m misi (%d KB / %d KB)"
,,,,,,
"STR_DISP_MPSETUP_SIDE","Side:","Camp :","Lato:","Bando:","Seite:","Strana:"
"STR_DISP_MPSETUP_TITLE","Multiplayer Setup","Configuration multijoueurs","Impostazione per pi˘ giocatori ","ConfiguraciÛn de varios jugadores","Mehrspieler-Setup","NastavenÌ hry vÌce hr·Ë˘"
,,,,,,
"STR_DISP_MULTI_SOCKETS","Implementation: Sockets","ImplÈmentation : Sockets","Implementazione: Socket","ImplementaciÛn: Sockets","Implementierung: Sockets","Implementace: Sockety"
"STR_DISP_MULTI_DPLAY","Implementation: DirectPlay","ImplÈmentation : DirectPlay","Implementazione: DirectPlay","ImplementaciÛn: DirectPlay","Implementierung: DirectPlay","Implementace: DirectPlay"
,,,,,,
"STR_DISP_MPSETUP_ROLES_WEST","Roles for West:","RÙles de l'Ouest :","Ruoli per Ovest:","Papeles para Oeste:","Rollen f¸r Westen:","Role pro z·pad:"
"STR_DISP_MPSETUP_ROLES_EAST","Roles for East:","RÙles de l'Est :","Ruoli per Est:","Papeles para Este:","Rollen f¸r Osten:","Role pro v˝chod:"
"STR_DISP_MPSETUP_ROLES_GUERRILA","Roles for Resistance:","RÙles de la rÈsistance :","Ruoli per Resistenza:","Papeles para Resistencia:","Rollen f¸r Widerstand:","Role pro partyz·ny:"
"STR_DISP_MPSETUP_ROLES_CIVILIAN","Roles for Civilians:","RÙles des civils :","Ruoli per Civili:","Papeles para Civiles:","Rollen f¸r Zivilisten:","Role pro civilisty:"
,,,,,,
"STR_MPSETUP_GRP_DESC","Group %s %s:","Groupe %s %s :","Gruppo %s %s:","Grupo %s %s:","Gruppe %s %s:","Druûstvo %s %s:"
,,,,,,
"STR_MSG_CHOOSE_ROLE","Choose your role (select role in central listbox).","Choisissez votre rÙle (sÈlectionnez un rÙle dans la liste centrale)","Scegli il ruolo (seleziona il ruolo dalla casella di riepilogo centrale)","Elige tu papel (en el cuadro de lista central).","W‰hlen Sie Ihre Rolle (Liste in der Mitte).","Vyber si roli (v seznamu uprost¯ed)"
"STR_MSG_OK_LAUNCH_GAME","Press OK to launch game.","Cliquez sur OK pour lancer la partie.","Premi OK per avviare il gioco.","Pulsa Aceptar para empezar el juego.","Zum Starten Ok klicken.","StisknutÌm OK spustÌö hru."
"STR_MSG_OK_READY","Press OK if ready.","Cliquez sur OK si vous Ítes prÍt.","Premi OK appena sei pronto.","Pulsa Aceptar si est·s listo.","Ok klicken, wenn Sie bereit sind.","Aû budeö p¯ipraven"
"STR_MSG_WAIT_FOR_OTHERS","Wait for others.","En attente des autres.","Aspetta gli altri.","Espera a los dem·s.","Warte auf andere Spieler.","»ek·me na ostatnÌ"
"STR_MSG_WAIT_CONNECTING","Connecting Ö wait for server.","Connexion... en attente de serveur.","Connessione in corsoÖ attesa del server.","Conectando... espera el servidor.","Verbinde ... warte auf Server.","P¯ipojuji se... Ëek·me na server"
,,,,,,
"STR_UNLOCK_HOST","Unlock server","DÈverrouiller le serveur","Sblocco del server ","Desbloquear servidor","Server ˆffnen","Odemknout server"
"STR_LOCK_HOST","Lock server","Verrouiller le serveur","Blocco del server ","Bloquear servidor","Server sperren","Zamknout server"
,,,,,,
"STR_DISP_PORT_BUTTON","Port: %d","Port : %d","Porta: %d","Puerto: %d","Port: %d","Port: %d"
,,,,,,
"STR_TOOLTIP_DISABLE_AI","Disable AI player","DÈsactiver le joueur IA","Disattiva giocatore Al","Desactivar jugador IA","KI-Spieler deaktivieren","Zak·zat AI hr·Ëe"
"STR_TOOLTIP_ENABLE_AI","Enable AI player","Activer le joueur IA","Attiva giocatore Al","Activar jugador IA","KI-Spieler aktivieren","Povolit AI hr·Ëe"
"STR_TOOLTIP_DISABLE_ALL_AI","Disable all AI players","DÈsactiver tous les joueurs IA","Disattiva tutti i giocatori Al","Desactivar todos los jugadores IA","Alle KI-Spieler deaktivieren","Zak·zat vöechna AI"
"STR_TOOLTIP_ENABLE_ALL_AI","Enable all AI players","Activer tous les joueurs IA","Attiva tutti i giocatori Al","Activar todos los jugadores IA","Alle KI-Spieler aktivieren","Povolit vöechna AI"
,,,,,,
"STR_SERVER_MONITOR","Server load: FPS %.0f, memory used: %.0f MB, out: %.0f Kbps, in: %.0f Kbps","Charge serveur : FPS %.0f, mÈmoire utilisÈe : %.0f Mo, sortie : %.0f Kbps, entrÈe : %.0f Kbps","Carico server: FPS %.0f, memoria impiegata: %.0f MB, in uscita: %.0f Kbps, in entrata: %.0f Kbps","Carga de servidor: FPS %.0f, memoria en uso: %.0f MB, enviado: %.0f Kbps, recibido: %.0f Kbps","Serverlast: FPS %.0f, genutzter Speicher: %.0f MB, abgehend: %.0f Kbps, ankommend: %.0f Kbps","Z·teû serveru: FPS %.0f, pouû. pamÏù: %.0f MB, ven: %.0f Kbps, dovnit¯: %.0f Kbps, Ëek· %d + %d garantovan˝ch"
,,,,,,
"STR_DISP_OPT_TERRAIN","Terrain detail:","DÈtails du terrain :","Informazioni topografiche:","Detalle del terreno:","Landschaftsdetails:","Jemnost terÈnu"
,,,,,,
"STR_ARCMAP_SHOW_IDS","Show IDs","Afficher ID","Mostra ID","Mostrar ID","IDs zeigen","Zobrazit ID"
"STR_ARCMAP_HIDE_IDS","Hide IDs","Cacher ID","Nascondi ID","Ocultar ID","IDs verbergen","Skr˝t ID"
"STR_ARCMAP_SHOW_TEXTURES","Show Textures","Afficher les textures","Mostra texture","Mostrar texturas","Texturen zeigen","Uk·zat textury"
"STR_ARCMAP_HIDE_TEXTURES","Hide Textures","Cacher les textures","Nascondi texture","Ocultar texturas","Texturen verbergen","Skr˝t textury"
,,,,,,
"STR_CAMPAIGN_DATE","Record date: %s","Date d'enregistrement : %s","Data record: %s","Grabar fecha: %s","Rekorddatum: %s","Datum z·znamu: %s"
"STR_CAMPAIGN_DATE_FORMAT","%c","%c","%c","%c","%c","%c"
"STR_CAMPAIGN_SCORE","Score: %.0f (total %.0f)","Score : %.0f (total %.0f)","Punteggio: %.0f (%.0f totale)","Puntos: %.0f (total %.0f)","Punkte: %.0f (gesamt %.0f)","SkÛre: %.0f (celkem %.0f)"
"STR_CAMPAIGN_DURATION","Duration: %s (total %s)","DurÈe†: %s","Durata: %s (%s totale)","DuraciÛn: %s (total %s)","Dauer: %s (gesamt %s)","Trv·nÌ: %s (celkem %s)"
"STR_DURATION_LONG","%d h, %d min","%d h, %d min","%d h, %d min","%d h, %d min","%d h, %d min.","%d h, %d min"
"STR_DURATION_SHORT","%d min","%d min","%d min","%d min","%d min","%d min"
"STR_CAMPAIGN_CASUALTIES","Casualties: %.0f (total %.0f)","Pertes : %.0f (total %.0f)","Perdite: %0f. (%.0f totale)","VÌctimas: %.0f (total %.0f)","Verluste: %.0f (gesamt %.0f)","Ztr·ty: %.0f (celkem %.0f)"
"STR_DISP_CAMPAIGN_ENEMY","Enemy","Ennemies","Nemici","Enemigo","Gegner","Nep¯·telÈ"
"STR_DISP_CAMPAIGN_FRIENDLY","Friendly","Amies","Alleati","Amigo","Freunde","P¯·telÈ"
"STR_DISP_CAMPAIGN_CIVILIAN","Civilian","Civiles","Civili","Civil","Zivilisten","CivilovÈ"
,,,,,,
"STR_TERRAIN_3_125","Very high","TrËs ÈlevÈ","Molto alto","Muy alto","Sehr hoch","Velmi vysok·"
"STR_TERRAIN_6_25","High","ElevÈ","Alto ","Alto","Hoch","Vysok·"
"STR_TERRAIN_12_5","Normal","Normal","Normale","Normal","Normal","Norm·lnÌ"
"STR_TERRAIN_25","Low","Faible","Basso","Bajo","Niedrig","NiûöÌ"
"STR_TERRAIN_50","Very low","TrËs faible","Molto basso","Muy bajo","Sehr niedrig","Velmi nÌzk·"
,,,,,,
"STR_ACTION_HANDGUNON","Hand Gun On","Arme de poing - Oui","Pistola attivata","Pistola activada","Handfeuerwaffe An","Vyt·hnout pistoli"
"STR_ACTION_HANDGUNOFF","Hand Gun Off","Arme de poing - Non","Pistola disattivata","Pistola desactivada","Handfeuerwaffe Aus","ZastrËit pistoli"
,,,,,,
"STR_DN_BUS_STOP","Bus stop","ArrÍt de bus","Fermata bus","Parada de autob˙s","Bushaltestelle","Zast·vka autobusu"
,,,,,,
"STR_USRACT_HANDGUN","Switch gun / handgun","Echanger arme/arme de poing","Passa da fucile a pistola","Cambiar fusil/pistola","Tauschen: Waffe/Handfeuerwaffe","V˝mÏna puöka / pistole"
,,,,,,
"STR_DISP_DISCONNECT","Disconnect","DÈconnecter","Disconnetti","Desconectar","Trennen","Odpojit"
,,,,,,
"STR_TOOLTIP_INFORMATION","Information","Informations","Informazioni","InformaciÛn","Information","Detaily"
"STR_TOOLTIP_FILL_ALL_SLOTS","Fill all slots","Remplir tous les emplacements","Riempi tutti gli slot","Ocupar todos los puestos","Alle Pl‰tze f¸llen","Zaplnit vöechny pozice"
,,,,,,
"STR_MP_KICKED","Player %s kicked off","Joueur %s ÈjectÈ","Giocatore %s morto","Jugador %s expulsado","%s rausgeworfen","Hr·Ë %s byl vyhozen ze hry"
"STR_MP_BANNED","Player %s banned","Joueur %s expulsÈ","Giocatore %s bandito","Jugador %s desautorizado","%s permanent gesperrt","Hr·Ë %s byl vylouËen"
"STR_MP_TIMEOUT","Connection lost to player %s","Connexion perdue avec le joueur %s","Connessione con il giocatore %s perduta","ConexiÛn con jugador %s perdida","Verbindung zu %s verloren","Hr·Ë %s ztratil spojenÌ"
